numb_features,RSS,R_squared,features,min_RSS,max_R_squared
1,1236754.3513972675,0.9645393928445295,"('GHI',)",1236754.3513972675,0.9645393928445295
1,9689133.98892054,0.7221901231480176,"('DHI',)",1236754.3513972675,0.9645393928445295
1,7797893.280920815,0.7764163675974862,"('DNI',)",1236754.3513972675,0.9645393928445295
1,32469854.151053052,0.06901419740704395,"('WS',)",1236754.3513972675,0.9645393928445295
1,14867462.433313722,0.5737154721543367,"('RH',)",1236754.3513972675,0.9645393928445295
1,21446705.002873573,0.38507337368415395,"('T',)",1236754.3513972675,0.9645393928445295
1,31745781.378927384,0.08977503814741594,"('DP',)",1236754.3513972675,0.9645393928445295
2,318608.1851464594,0.9908647665745169,"('GHI', 'DHI')",318608.1851464594,0.9908647665745169
2,332890.8251053798,0.9904552502593699,"('GHI', 'DNI')",318608.1851464594,0.9908647665745169
2,1199644.4784100163,0.965603418716849,"('GHI', 'WS')",318608.1851464594,0.9908647665745169
2,1115644.985962749,0.9680118784077861,"('GHI', 'RH')",318608.1851464594,0.9908647665745169
2,803811.2483230117,0.976952872757854,"('GHI', 'T')",318608.1851464594,0.9908647665745169
2,882844.080734446,0.9746868186951698,"('GHI', 'DP')",318608.1851464594,0.9908647665745169
2,346088.996799789,0.9900768281571172,"('DHI', 'DNI')",318608.1851464594,0.9908647665745169
2,9356252.565642407,0.7317346033165195,"('DHI', 'WS')",318608.1851464594,0.9908647665745169
2,5696318.769469574,0.8366733685729242,"('DHI', 'RH')",318608.1851464594,0.9908647665745169
2,7503795.27260864,0.7848488375751999,"('DHI', 'T')",318608.1851464594,0.9908647665745169
2,8437907.810292825,0.7580656710551911,"('DHI', 'DP')",318608.1851464594,0.9908647665745169
2,7445438.454322063,0.7865220625012053,"('DNI', 'WS')",318608.1851464594,0.9908647665745169
2,5562376.663627749,0.8405137984783999,"('DNI', 'RH')",318608.1851464594,0.9908647665745169
2,4879258.815798254,0.8601003668340355,"('DNI', 'T')",318608.1851464594,0.9908647665745169
2,6137008.878748084,0.8240377640773577,"('DNI', 'DP')",318608.1851464594,0.9908647665745169
2,14183923.03600882,0.5933141273082334,"('WS', 'RH')",318608.1851464594,0.9908647665745169
2,18920441.51488653,0.4575071896780156,"('WS', 'T')",318608.1851464594,0.9908647665745169
2,29177400.763139937,0.16341644958798807,"('WS', 'DP')",318608.1851464594,0.9908647665745169
2,13450693.480810007,0.6143375141936809,"('RH', 'T')",318608.1851464594,0.9908647665745169
2,13249672.93405181,0.6201012381140512,"('RH', 'DP')",318608.1851464594,0.9908647665745169
