id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_7h30m,0.20424230099375384,0.36938528757305106,0.5029394570275163,0.5889162091354603,0.6361667995355456,0.6541805430434783,0.6727738735224423,0.7420461786137468,0.9348238741911067
0.csv_Day7_8h00m,1.0503774338285905,1.899674888929512,2.5865173554809444,3.0286786502208667,3.2716790162069764,3.364320107633416,3.459941899298496,3.816195553429727,4.807612807322343
0.csv_Day7_8h30m,2.684262487314348,4.854660694546752,6.609901628216062,7.739854480008193,8.360847225865884,8.597593559603697,8.841957137942194,9.752371136715492,12.285959595675507
0.csv_Day7_9h00m,6.768920481341733,12.242026389215019,16.668227761753222,19.517636505344008,21.083597560220724,21.680602180630924,22.296815251493577,24.592611579878184,30.981576478875088
0.csv_Day7_9h30m,6.856389345746301,12.400219434801386,16.8836167529485,19.769845924215065,21.35604253002629,21.960761721221523,22.584937576945983,24.910400481899412,31.38192441020923
0.csv_Day7_10h00m,3.471932151805672,6.279211750400721,8.549510374537558,10.011036456544074,10.814253239765065,11.120470389470428,11.436539987124629,12.614105761236951,15.891150115758354
0.csv_Day7_10h30m,4.46392257743396,8.073289994023842,10.992251783219807,12.871360875712998,13.904070438118856,14.29777906732013,14.704155157439077,16.218171623094857,20.43152362474404
0.csv_Day7_11h00m,8.31516817318338,15.038514411192212,20.47580812478816,23.976117068054112,25.899795970745913,26.633176401578563,27.390153134997224,30.21038608270515,38.05880411836721
0.csv_Day7_11h30m,11.057714868910912,19.99858583104376,27.229232558955683,31.8840293642157,34.44218481727153,35.41745212704644,36.42409837955856,40.174513422303676,50.61153249429967
0.csv_Day7_12h00m,13.50850128004177,24.430990082518495,33.26420759060823,38.95067440112225,42.07580889968923,43.267230441902925,44.49698562656963,49.07862722306705,61.828864244485594
0.csv_Day7_12h30m,12.83733975281907,23.217151457831697,31.611496019906394,37.01543424564805,39.9852983704443,41.117524870568495,42.28618042984075,46.64018599867347,58.75693538335543
